country,measure,description,date_start,date_end
Estonia,ClosPrim,Closure of educational institutions: primary schools.,2020-12-14,2021-01-10
Estonia,ClosPrim,Closure of educational institutions: primary schools.,2021-03-11,2021-05-02
Estonia,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-12,2020-05-16
Estonia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-05-17,2020-07-01
Estonia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-08-19,2021-06-22
Estonia,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-08-09,2022-03-31
Estonia,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-05-14
Estonia,ClosSec,Closure of educational institutions: secondary schools.,2020-12-14,2021-01-10
Estonia,ClosSec,Closure of educational institutions: secondary schools.,2021-03-01,2021-05-02
Estonia,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-05-03,2021-05-16
Estonia,EntertainmentVenues,Closure of entertainment venues,2020-03-12,2020-05-16
Estonia,EntertainmentVenues,Closure of entertainment venues,2021-03-03,2021-05-02
Estonia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-17,2020-07-01
Estonia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-11-16,2021-03-02
Estonia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-05-03,2021-06-22
Estonia,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-08-09,2022-03-15
Estonia,GymsSportsCentres,Closure of gyms/sports centres,2020-03-16,2020-05-17
Estonia,GymsSportsCentres,Closure of gyms/sports centres,2021-03-11,2021-05-02
Estonia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-08-19,2021-03-10
Estonia,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-05-03,2021-06-22
Estonia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-06-01,2020-07-14
Estonia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-11-28,2021-03-02
Estonia,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2021-05-03,2021-05-23
Estonia,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-07-15,2020-11-27
Estonia,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2021-06-28,2021-08-08
Estonia,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-05-18,2020-05-31
Estonia,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2021-08-09,2022-03-15
Estonia,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2021-05-24,2021-06-27
Estonia,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-11-24,2021-06-01
Estonia,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2021-08-26,2022-03-30
Estonia,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2020-03-12,2020-05-16
Estonia,MasksVoluntaryClosedSpacesPartial,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced) - partially relaxed measure,2020-05-17,2020-07-31
Estonia,MasksVoluntaryClosedSpacesPartial,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced) - partially relaxed measure,2020-10-12,2020-11-23
Estonia,MasksVoluntaryClosedSpacesPartial,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced) - partially relaxed measure,2022-03-31,
Estonia,MassGather50,,2020-05-18,2020-05-31
Estonia,MassGather50Partial,,2021-03-03,2021-05-02
Estonia,MassGather50Partial,,2021-08-09,2022-03-15
Estonia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-05-18,2020-05-31
Estonia,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-07-15,2021-03-02
Estonia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-06-01,2020-07-14
Estonia,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-03-03,2022-03-15
Estonia,NonEssentialShops,Closures of non-essential shops,2020-03-27,2020-05-17
Estonia,NonEssentialShops,Closures of non-essential shops,2021-03-11,2021-05-02
Estonia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-03-06,2021-03-10
Estonia,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-05-03,2021-06-22
Estonia,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-05-18,2020-06-30
Estonia,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-02-22,2021-03-02
Estonia,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-08-09,2022-03-15
Estonia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-07-01,2020-11-23
Estonia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-06-11,2021-06-27
Estonia,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-08-02,2021-08-08
Estonia,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-11-24,2021-02-21
Estonia,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-05-03,2021-06-10
Estonia,PlaceOfWorship,Closure of places of worship,2020-03-12,2020-05-10
Estonia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-12-24,2021-06-22
Estonia,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2021-08-09,2022-03-31
Estonia,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-12,2020-05-17
Estonia,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-16,2021-01-10
Estonia,PrivateGatheringRestrictions,Restrictions on private gatherings,2021-02-01,2021-04-25
Estonia,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-01-11,2021-01-31
Estonia,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-04-26,2021-06-22
Estonia,QuarantineForInternationalTravellers,,2020-01-28,2020-05-31
Estonia,QuarantineForInternationalTravellers,,2020-07-31,2021-01-31
Estonia,QuarantineForInternationalTravellers,,2022-01-10,2022-06-30
Estonia,QuarantineForInternationalTravellersPartial,,2020-06-01,2020-07-30
Estonia,QuarantineForInternationalTravellersPartial,,2021-02-01,2022-01-09
Estonia,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-27,2020-05-17
Estonia,RestaurantsCafes,Closure of restaurants and cafes/bars,2021-03-11,2021-05-02
Estonia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-11-16,2021-03-10
Estonia,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-05-03,2021-06-22
Estonia,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-12,2020-05-17
Estonia,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-03-16,2022-03-14
Finland,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-17,2020-06-30
Finland,ClosHigh,Closure of educational institutions: higher education.,2020-03-18,2020-08-03
Finland,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-08-04,2021-07-31
Finland,ClosPrim,Closure of educational institutions: primary schools.,2020-03-18,2020-05-13
Finland,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-18,2020-05-31
Finland,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-06-01,2022-02-28
Finland,ClosSec,Closure of educational institutions: secondary schools.,2020-03-18,2020-05-13
Finland,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-08-04,2021-07-31
Finland,EntertainmentVenues,Closure of entertainment venues,2020-03-18,2020-05-31
Finland,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-06-01,2022-02-28
Finland,GymsSportsCentres,Closure of gyms/sports centres,2020-03-18,2020-06-01
Finland,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-07-01,2020-07-31
Finland,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-10-15,2021-10-04
Finland,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-03-12,2020-03-16
Finland,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-08-01,2020-10-14
Finland,MasksVoluntaryAllSpacesPartial,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced) - partially relaxed measure,2022-01-07,2022-04-13
Finland,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2020-09-18,2022-01-06
Finland,MasksVoluntaryClosedSpacesPartial,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced) - partially relaxed measure,2020-08-13,2020-09-17
Finland,MassGather50,,2020-03-17,2020-06-30
Finland,MassGather50Partial,,2020-07-01,2020-07-31
Finland,MassGather50Partial,,2020-10-15,2021-10-04
Finland,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-12,2020-06-30
Finland,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-07-01,2021-10-04
Finland,NonEssentialShops,Closures of non-essential shops,2020-11-30,2021-06-14
Finland,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2020-07-01,2020-07-01
Finland,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2020-10-15,2021-10-04
Finland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-03-12,2020-03-16
Finland,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-07-02,2020-10-14
Finland,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2022-01-07,2022-02-01
Finland,QuarantineForInternationalTravellers,,2020-03-18,2020-06-14
Finland,QuarantineForInternationalTravellersPartial,,2020-06-15,2022-06-30
Finland,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-04-03,2020-07-12
Finland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-10-01,2021-04-17
Finland,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-07-24,2022-01-30
Finland,StayHomeRiskG,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.)",2020-03-16,2020-06-22
Finland,StayHomeRiskGPartial,"Stay-at-home recommendations for risk groups or vulnerable populations (such as the elderly, people with underlying health conditions, physically disabled people, etc.) - partially relaxed measure",2020-06-23,2021-07-01
Finland,Teleworking,Teleworking recommendation,2020-03-18,2020-07-31
Finland,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-08-13,2022-02-27
France,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-10-16,2021-06-29
France,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-16,2020-06-01
France,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-04-06,2021-04-26
France,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-06-02,2020-06-22
France,ClosHigh,Closure of educational institutions: higher education.,2020-10-27,2021-01-24
France,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-03-16,2020-06-22
France,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2021-01-25,2021-09-03
France,ClosPrim,Closure of educational institutions: primary schools.,2021-04-06,2021-04-26
France,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-16,2020-06-01
France,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-06-02,2020-06-22
France,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-10-28,2022-03-13
France,ClosSec,Closure of educational institutions: secondary schools.,2021-04-06,2021-05-02
France,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-05-11,2020-06-22
France,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-05-03,2021-09-03
France,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-06-01
France,EntertainmentVenues,Closure of entertainment venues,2020-10-28,2021-05-18
France,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-06-02,2020-06-22
France,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-05-19,2022-03-13
France,GymsSportsCentres,Closure of gyms/sports centres,2020-03-16,2020-06-22
France,GymsSportsCentres,Closure of gyms/sports centres,2020-10-28,2021-05-18
France,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-05-19,2022-03-13
France,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-02-29,2020-10-15
France,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2021-06-30,2022-02-16
France,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-10-29,2021-06-16
France,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2021-06-17,2022-02-01
France,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-07-20,2020-10-28
France,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2022-02-02,2022-02-27
France,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-05-11,2020-07-19
France,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-02-28,2022-05-15
France,MasksVoluntaryAllSpaces,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced),2020-05-11,2020-07-19
France,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2022-06-29,2022-07-31
France,MasksVoluntaryClosedSpacesPartial,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced) - partially relaxed measure,2022-05-16,2022-06-28
France,MassGather50,,2020-10-16,2021-06-29
France,MassGather50Partial,,2020-09-18,2020-10-15
France,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-02-29,2020-09-17
France,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-10-16,2021-06-29
France,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-09-18,2020-10-15
France,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-06-30,2022-02-16
France,NonEssentialShops,Closures of non-essential shops,2020-10-29,2020-11-28
France,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-11-29,2021-05-18
France,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2020-03-13,2020-07-11
France,OutdoorOver1000,Interventions are in place to limit outdoor mass/public gatherings of over 1000 participants,2021-06-30,2022-02-16
France,OutdoorOver50,Interventions are in place to limit outdoor mass/public gatherings of over 50 participants,2020-09-18,2020-10-15
France,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-10-28,2021-06-30
France,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-17,2020-06-15
France,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-10-28,2020-12-15
France,QuarantineForInternationalTravellersPartial,,2021-06-09,2022-03-14
France,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-10-17,2020-10-28
France,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-02-26,2021-03-19
France,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-07-30,2022-03-31
France,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-16,2020-06-01
France,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-10-28,2021-05-18
France,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-06-02,2020-06-15
France,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-05-19,2022-03-13
France,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-13,2020-03-15
France,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-17,2020-05-11
France,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-10-29,2020-12-14
France,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-05-12,2020-06-02
France,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-10-17,2020-10-28
France,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-12-15,2021-06-20
France,Teleworking,Teleworking recommendation,2020-03-17,2020-05-10
France,Teleworking,Teleworking recommendation,2020-10-29,2021-06-08
France,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-10-19,2020-10-28
France,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-06-09,2022-03-13
France,WorkplaceClosures,Closures of workplaces,2020-03-17,2020-05-11
Germany,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-03-23,2020-05-10
Germany,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-11-02,2021-03-28
Germany,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-13,2020-05-14
Germany,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-05-15,2020-07-01
Germany,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2020-12-16,2021-05-31
Germany,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-03-13,2020-06-29
Germany,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-12-16,2021-08-31
Germany,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-16,2020-03-22
Germany,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-23,2022-03-19
Germany,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-03-13,2020-06-15
Germany,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-12-16,2021-08-31
Germany,ClosureOfPublicTransportPartial,Closure of public transport - partially relaxed measure,2021-11-18,2022-03-19
Germany,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-05-04
Germany,EntertainmentVenues,Closure of entertainment venues,2020-11-02,2021-03-07
Germany,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-05-05,2020-11-01
Germany,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-03-08,2022-03-19
Germany,GymsSportsCentres,Closure of gyms/sports centres,2020-11-02,2021-03-07
Germany,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-03-08,2021-05-31
Germany,HotelsOtherAccommodationPartial,,2020-10-07,2021-05-31
Germany,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-06-29,2020-09-28
Germany,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-03-10,2020-03-22
Germany,IndoorOver1000,Interventions are in place to limit indoor mass/public gatherings of over 1000 participants,2020-06-17,2020-06-28
Germany,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2020-09-29,2020-11-01
Germany,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2021-06-01,2022-04-02
Germany,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2020-11-02,2021-06-20
Germany,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-04-28,2020-11-01
Germany,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-11-18,2022-03-31
Germany,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2021-06-21,2021-11-17
Germany,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-04-01,
Germany,MasksVoluntaryAllSpaces,Protective mask use in all public spaces on voluntary basis (general recommendation not enforced),2020-04-02,2020-04-27
Germany,MassGather50,,2020-03-23,2020-05-10
Germany,MassGather50,,2020-11-02,2021-03-28
Germany,MassGather50Partial,,2020-09-29,2020-11-01
Germany,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-10,2020-05-10
Germany,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-06-08,2020-06-28
Germany,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-11-02,2021-03-28
Germany,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-06-29,2020-11-01
Germany,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-06-01,2022-04-02
Germany,NonEssentialShops,Closures of non-essential shops,2020-03-16,2020-03-22
Germany,NonEssentialShops,Closures of non-essential shops,2020-12-16,2021-03-07
Germany,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-03-23,2020-05-03
Germany,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-03-08,2022-02-16
Germany,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2020-06-08,2020-11-01
Germany,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-06-01,2022-04-02
Germany,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-12-16,2021-05-31
Germany,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-02,2021-05-31
Germany,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2020-05-11,2020-06-29
Germany,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-12-02,2022-03-19
Germany,QuarantineForInternationalTravellers,,2020-02-14,2020-06-15
Germany,QuarantineForInternationalTravellers,,2020-11-08,2021-05-11
Germany,QuarantineForInternationalTravellersPartial,,2020-06-16,2020-11-07
Germany,QuarantineForInternationalTravellersPartial,,2021-05-12,2022-06-10
Germany,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-23,2020-05-03
Germany,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-11-02,2021-04-22
Germany,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-05-04,2020-06-08
Germany,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-10-14,2020-11-01
Germany,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-04-23,2022-03-19
Germany,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-03-09,2020-05-05
Germany,StayHomeGenPartial,Stay-at-home recommendations for the general population (which are voluntary or not enforced) - partially relaxed measure,2020-05-06,2020-06-29
Germany,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-12-09,2021-05-31
Germany,Teleworking,Teleworking recommendation,2021-01-19,2021-06-30
Germany,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-12-23,2021-01-18
Germany,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2021-07-01,2022-03-19
Greece,BanOnAllEvents,Interventions are in place to limit all indoor/outdoor mass/public gatherings,2020-11-07,2021-01-25
Greece,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-07-13,2020-11-06
Greece,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2021-12-24,2022-03-20
Greece,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-11,2020-06-01
Greece,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-11-16,2021-01-10
Greece,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-03-20,2021-05-09
Greece,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2021-02-06,2021-03-19
Greece,ClosDaycarePartial,Closure of educational institutions: daycare or nursery - partially relaxed measure,2021-05-10,2021-05-17
Greece,ClosHigh,Closure of educational institutions: higher education.,2020-03-16,2020-05-24
Greece,ClosHighPartial,Closure of educational institutions: higher education - partially relaxed measure,2020-05-25,2021-09-13
Greece,ClosPrim,Closure of educational institutions: primary schools.,2020-03-11,2020-06-01
Greece,ClosPrim,Closure of educational institutions: primary schools.,2020-11-16,2021-01-10
Greece,ClosPrim,Closure of educational institutions: primary schools.,2021-03-20,2021-05-09
Greece,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2021-02-06,2021-03-19
Greece,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-14,2022-04-30
Greece,ClosSec,Closure of educational institutions: secondary schools.,2020-03-11,2020-05-18
Greece,ClosSec,Closure of educational institutions: secondary schools.,2020-11-07,2021-02-05
Greece,ClosSec,Closure of educational institutions: secondary schools.,2021-03-20,2021-04-11
Greece,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-02-06,2021-03-19
