country,cause,age,sex,year,deaths,percentage
Austria,COVID-19,65,Females,2016,0.0,0.0
Austria,COVID-19,65,Males,2016,0.0,0.0
Austria,COVID-19,65,Total,2016,0.0,0.0
Austria,COVID-19,15-29,Females,2016,0.0,0.0
Austria,COVID-19,15-29,Males,2016,0.0,0.0
Austria,COVID-19,15-29,Total,2016,0.0,0.0
Austria,COVID-19,30-44,Females,2016,0.0,0.0
Austria,COVID-19,30-44,Males,2016,0.0,0.0
Austria,COVID-19,30-44,Total,2016,0.0,0.0
Austria,COVID-19,45-64,Females,2016,0.0,0.0
Austria,COVID-19,45-64,Males,2016,0.0,0.0
Austria,COVID-19,45-64,Total,2016,0.0,0.0
Austria,COVID-19,15,Females,2016,0.0,0.0
Austria,COVID-19,15,Males,2016,0.0,0.0
Austria,COVID-19,15,Total,2016,0.0,0.0
Austria,COVID-19,Total,Females,2016,0.0,0.0
Austria,COVID-19,Total,Males,2016,0.0,0.0
Austria,COVID-19,Total,Total,2016,0.0,0.0
Austria,Drug dependence,65,Females,2016,3.0,0.0037325503272202455
Austria,Drug dependence,65,Males,2016,9.0,0.011197650981660735
Austria,Drug dependence,65,Total,2016,12.0,0.014930201308880982
Austria,Drug dependence,15-29,Females,2016,5.0,0.0062209172120337415
Austria,Drug dependence,15-29,Males,2016,15.0,0.018662751636101226
Austria,Drug dependence,15-29,Total,2016,20.0,0.024883668848134966
Austria,Drug dependence,30-44,Females,2016,,
Austria,Drug dependence,30-44,Males,2016,,
Austria,Drug dependence,30-44,Total,2016,,
Austria,Drug dependence,45-64,Females,2016,,
Austria,Drug dependence,45-64,Males,2016,,
Austria,Drug dependence,45-64,Total,2016,,
Austria,Drug dependence,15,Females,2016,0.0,0.0
Austria,Drug dependence,15,Males,2016,0.0,0.0
Austria,Drug dependence,15,Total,2016,0.0,0.0
Austria,Drug dependence,Total,Females,2016,25.0,0.03110458606016871
Austria,Drug dependence,Total,Males,2016,80.0,0.09953467539253986
Austria,Drug dependence,Total,Total,2016,105.0,0.1306392614527086
Austria,Intentional self-harm,65,Females,2016,103.0,0.1281508945678951
Austria,Intentional self-harm,65,Males,2016,346.0,0.43048747107273494
Austria,Intentional self-harm,65,Total,2016,449.0,0.5586383656406301
Austria,Intentional self-harm,15-29,Females,2016,30.0,0.03732550327220245
Austria,Intentional self-harm,15-29,Males,2016,100.0,0.12441834424067484
Austria,Intentional self-harm,15-29,Total,2016,130.0,0.1617438475128773
Austria,Intentional self-harm,30-44,Females,2016,,
Austria,Intentional self-harm,30-44,Males,2016,,
Austria,Intentional self-harm,30-44,Total,2016,,
Austria,Intentional self-harm,45-64,Females,2016,,
Austria,Intentional self-harm,45-64,Males,2016,,
Austria,Intentional self-harm,45-64,Total,2016,,
Austria,Intentional self-harm,15,Females,2016,2.0,0.002488366884813497
Austria,Intentional self-harm,15,Males,2016,1.0,0.0012441834424067484
Austria,Intentional self-harm,15,Total,2016,3.0,0.0037325503272202455
Austria,Intentional self-harm,Total,Females,2016,299.0,0.37201084927961775
Austria,Intentional self-harm,Total,Males,2016,933.0,1.1608231517654963
Austria,Intentional self-harm,Total,Total,2016,1232.0,1.532834001045114
Austria,Mental and behavioural disorders,65,Females,2016,1095.0,1.3623808694353894
Austria,Mental and behavioural disorders,65,Males,2016,665.0,0.8273819892004878
Austria,Mental and behavioural disorders,65,Total,2016,1760.0,2.1897628586358775
Austria,Mental and behavioural disorders,15-29,Females,2016,9.0,0.011197650981660735
Austria,Mental and behavioural disorders,15-29,Males,2016,16.0,0.019906935078507975
Austria,Mental and behavioural disorders,15-29,Total,2016,25.0,0.03110458606016871
Austria,Mental and behavioural disorders,30-44,Females,2016,0.0,0.0
Austria,Mental and behavioural disorders,30-44,Males,2016,0.0,0.0
Austria,Mental and behavioural disorders,30-44,Total,2016,0.0,0.0
Austria,Mental and behavioural disorders,45-64,Females,2016,0.0,0.0
Austria,Mental and behavioural disorders,45-64,Males,2016,0.0,0.0
Austria,Mental and behavioural disorders,45-64,Total,2016,0.0,0.0
Austria,Mental and behavioural disorders,15,Females,2016,2.0,0.002488366884813497
Austria,Mental and behavioural disorders,15,Males,2016,0.0,0.0
Austria,Mental and behavioural disorders,15,Total,2016,2.0,0.002488366884813497
Austria,Mental and behavioural disorders,Total,Females,2016,1183.0,1.4718690123671834
Austria,Mental and behavioural disorders,Total,Males,2016,956.0,1.1894393709408515
Austria,Mental and behavioural disorders,Total,Total,2016,2139.0,2.661308383308035
Austria,Total,65,Females,2016,37128.0,46.19404284967776
Austria,Total,65,Males,2016,30644.0,38.1267574091124
Austria,Total,65,Total,2016,67772.0,84.32080025879016
Austria,Total,15-29,Females,2016,156.0,0.19409261701545275
Austria,Total,15-29,Males,2016,434.0,0.5399756140045289
Austria,Total,15-29,Total,2016,590.0,0.7340682310199815
Austria,Total,30-44,Females,2016,,
Austria,Total,30-44,Males,2016,,
Austria,Total,30-44,Total,2016,,
Austria,Total,45-64,Females,2016,,
Austria,Total,45-64,Males,2016,,
Austria,Total,45-64,Total,2016,,
Austria,Total,15,Females,2016,190.0,0.2363948540572822
Austria,Total,15,Males,2016,216.0,0.2687436235598577
Austria,Total,15,Total,2016,406.0,0.5051384776171399
Austria,Total,Total,Females,2016,41579.0,51.73190335183019
Austria,Total,Total,Males,2016,38795.0,48.26809664816981
Austria,Total,Total,Total,2016,80374.0,100.0
Austria,Use of alcohol,65,Females,2016,52.0,0.06469753900515092
Austria,Use of alcohol,65,Males,2016,199.0,0.24759250503894295
Austria,Use of alcohol,65,Total,2016,251.0,0.3122900440440939
Austria,Use of alcohol,15-29,Females,2016,0.0,0.0
Austria,Use of alcohol,15-29,Males,2016,1.0,0.0012441834424067484
Austria,Use of alcohol,15-29,Total,2016,1.0,0.0012441834424067484
Austria,Use of alcohol,30-44,Females,2016,,
Austria,Use of alcohol,30-44,Males,2016,,
Austria,Use of alcohol,30-44,Total,2016,,
Austria,Use of alcohol,45-64,Females,2016,,
Austria,Use of alcohol,45-64,Males,2016,,
Austria,Use of alcohol,45-64,Total,2016,,
Austria,Use of alcohol,15,Females,2016,0.0,0.0
Austria,Use of alcohol,15,Males,2016,0.0,0.0
Austria,Use of alcohol,15,Total,2016,0.0,0.0
Austria,Use of alcohol,Total,Females,2016,87.0,0.1082439594893871
Austria,Use of alcohol,Total,Males,2016,412.0,0.5126035782715804
Austria,Use of alcohol,Total,Total,2016,499.0,0.6208475377609675
Belgium,COVID-19,65,Females,2016,0.0,0.0
Belgium,COVID-19,65,Males,2016,0.0,0.0
Belgium,COVID-19,65,Total,2016,0.0,0.0
Belgium,COVID-19,15-29,Females,2016,0.0,0.0
Belgium,COVID-19,15-29,Males,2016,0.0,0.0
Belgium,COVID-19,15-29,Total,2016,0.0,0.0
Belgium,COVID-19,30-44,Females,2016,0.0,0.0
Belgium,COVID-19,30-44,Males,2016,0.0,0.0
Belgium,COVID-19,30-44,Total,2016,0.0,0.0
Belgium,COVID-19,45-64,Females,2016,0.0,0.0
Belgium,COVID-19,45-64,Males,2016,0.0,0.0
Belgium,COVID-19,45-64,Total,2016,0.0,0.0
Belgium,COVID-19,15,Females,2016,0.0,0.0
Belgium,COVID-19,15,Males,2016,0.0,0.0
Belgium,COVID-19,15,Total,2016,0.0,0.0
Belgium,COVID-19,Total,Females,2016,0.0,0.0
Belgium,COVID-19,Total,Males,2016,0.0,0.0
Belgium,COVID-19,Total,Total,2016,0.0,0.0
Belgium,Drug dependence,65,Females,2016,2.0,0.0018500189626943677
Belgium,Drug dependence,65,Males,2016,2.0,0.0018500189626943677
Belgium,Drug dependence,65,Total,2016,4.0,0.0037000379253887355
Belgium,Drug dependence,15-29,Females,2016,1.0,0.0009250094813471839
Belgium,Drug dependence,15-29,Males,2016,4.0,0.0037000379253887355
Belgium,Drug dependence,15-29,Total,2016,5.0,0.0046250474067359194
Belgium,Drug dependence,30-44,Females,2016,,
Belgium,Drug dependence,30-44,Males,2016,,
Belgium,Drug dependence,30-44,Total,2016,,
Belgium,Drug dependence,45-64,Females,2016,,
Belgium,Drug dependence,45-64,Males,2016,,
Belgium,Drug dependence,45-64,Total,2016,,
Belgium,Drug dependence,15,Females,2016,0.0,0.0
Belgium,Drug dependence,15,Males,2016,0.0,0.0
Belgium,Drug dependence,15,Total,2016,0.0,0.0
Belgium,Drug dependence,Total,Females,2016,9.0,0.008325085332124654
